rocket_length_cm,rocket_diameter_cm,total_mass_g,motor_type,thrust_N,burn_time_s,wind_speed_mps,angle_of_launch_deg,center_of_mass_cm,center_of_pressure_cm,stable
88.99,4.43,1552.1,F,80.54,1.53,12.87,76.3,77.29,108.35,1
86.82,5.97,327.8,D,80.54,2.35,10.0,81.3,59.56,64.77,1
50.78,9.01,344.3,B,80.54,1.58,6.53,87.8,83.51,102.6,1
82.06,7.95,838.6,F,80.54,3.53,14.3,87.8,96.36,98.15,0
77.82,8.07,1895.1,F,80.54,4.22,10.79,76.5,81.34,55.16,0
103.9,5.69,1403.4,F,80.54,3.53,13.95,76.4,64.34,35.31,0
106.21,5.09,1421.6,A,80.54,4.21,7.91,78.9,54.4,54.67,0
35.44,5.28,851.5,F,80.54,2.29,3.88,88.1,13.61,100.88,1
74.95,9.91,1268.6,A,80.54,1.2,0.79,76.9,98.59,35.04,0
105.1,2.8,218.2,F,80.54,3.82,10.89,85.8,44.51,67.69,1
90.38,9.0,1345.0,C,80.54,2.12,1.82,76.5,23.7,98.67,1
132.78,6.84,1843.9,B,80.54,3.52,4.54,84.3,70.0,48.88,0
109.04,5.79,1302.6,C,80.54,1.72,7.99,80.3,35.59,80.64,1
49.55,7.94,1772.7,F,80.54,0.87,8.47,86.8,62.72,37.02,0
38.47,6.15,1503.2,B,80.54,4.97,9.01,78.5,62.81,22.02,0
107.09,9.05,417.0,B,80.54,1.2,2.49,84.6,50.12,97.38,1
33.18,9.26,1824.4,D,80.54,4.95,5.7,78.5,85.25,20.89,0
100.29,5.66,319.6,C,80.54,4.9,9.26,85.7,33.85,39.85,1
142.83,4.58,1161.1,D,80.54,4.07,14.55,88.1,50.38,104.06,1
99.06,6.94,455.8,B,80.54,3.47,10.91,76.9,58.39,48.11,0
76.58,9.34,221.1,A,80.54,3.1,13.84,88.0,69.73,117.03,1
107.19,4.08,959.7,B,80.54,4.4,11.43,83.9,80.56,117.77,1
84.99,7.17,731.1,D,80.54,1.8,8.88,76.9,45.53,39.51,0
95.47,7.24,1074.8,C,80.54,2.6,2.88,81.4,68.14,14.51,0
142.98,8.0,1239.0,F,80.54,3.29,10.0,77.4,23.55,87.56,1
76.33,3.49,278.7,F,80.54,2.35,9.35,85.5,93.94,59.61,0
145.34,7.87,421.4,C,80.54,2.42,9.04,86.4,44.48,21.08,0
138.64,9.32,1205.6,F,80.54,1.99,7.35,76.6,75.66,87.83,1
53.49,3.85,817.7,F,80.54,3.04,7.93,82.6,11.83,13.43,0
38.32,4.28,1512.5,D,80.54,4.33,5.02,87.2,28.47,105.72,1
42.09,9.79,1374.1,C,80.54,1.41,7.79,89.0,53.84,25.25,0
32.19,3.86,1722.1,E,80.54,4.7,2.96,82.7,89.04,24.0,0
41.33,8.91,1446.5,A,80.54,3.6,12.08,89.3,57.45,29.32,0
111.96,6.19,973.9,A,80.54,4.2,2.79,83.0,93.69,115.63,1
38.54,4.35,1411.3,F,80.54,3.0,1.27,80.9,53.54,86.25,1
68.28,9.03,695.7,A,80.54,4.01,6.54,87.7,54.14,98.15,1
131.39,5.84,751.4,C,80.54,0.57,9.87,82.4,20.78,53.74,1
32.79,6.36,1620.2,C,80.54,4.18,6.57,82.1,82.24,46.99,0
127.74,5.19,1003.6,B,80.54,0.68,4.15,82.4,32.23,35.79,1
63.82,6.95,1637.1,B,80.54,4.5,8.37,87.7,90.97,62.87,0
44.18,3.73,1680.4,A,80.54,4.96,5.21,87.5,91.97,70.7,0
113.61,5.43,1743.6,E,80.54,1.82,13.99,81.1,94.9,79.5,0
105.47,9.77,1849.9,B,80.54,1.45,13.84,80.0,56.82,38.28,0
135.3,4.44,975.8,B,80.54,3.94,7.54,82.4,70.94,114.35,1
118.21,7.43,774.0,C,80.54,1.64,4.92,83.6,80.07,28.67,0
126.42,4.94,1248.0,E,80.54,4.4,11.06,78.6,21.79,116.22,1
63.84,8.3,868.1,F,80.54,0.96,0.55,86.9,64.09,11.63,0
51.29,3.48,1281.9,A,80.54,1.07,7.12,82.3,13.09,62.92,1
120.07,9.77,1470.1,B,80.54,4.91,5.04,80.0,54.78,46.67,0
126.82,5.9,1439.1,E,80.54,3.53,13.81,76.6,23.94,59.4,1
148.86,4.27,874.2,E,80.54,4.31,0.18,78.6,26.46,72.77,1
79.51,3.05,500.3,A,80.54,1.96,8.29,89.2,42.85,57.91,1
74.64,3.77,975.0,E,80.54,3.54,11.11,79.6,48.92,55.63,1
123.17,6.4,456.7,E,80.54,3.17,7.28,77.5,66.09,90.6,1
70.9,5.03,1802.2,E,80.54,3.21,1.28,81.9,16.7,85.45,1
141.69,8.72,822.6,B,80.54,3.57,14.59,79.6,55.33,101.66,1
133.01,5.73,478.0,A,80.54,3.09,7.77,75.5,26.44,37.5,1
81.48,4.37,245.8,E,80.54,2.43,9.21,79.8,61.66,77.05,1
120.1,7.13,1362.5,E,80.54,1.74,3.55,83.2,67.37,74.37,1
120.55,7.8,1346.4,B,80.54,3.96,7.25,83.3,60.1,50.67,0
42.37,3.75,813.1,A,80.54,1.52,6.44,80.3,76.45,63.47,0
138.31,3.76,329.1,C,80.54,3.62,1.12,81.7,40.2,44.52,1
90.63,2.78,937.3,B,80.54,1.55,1.59,89.5,78.86,25.6,0
129.17,8.02,760.2,A,80.54,3.31,12.56,80.7,48.95,33.52,0
68.41,7.48,1418.8,E,80.54,3.86,3.6,78.9,53.58,21.61,0
137.46,6.06,1290.4,A,80.54,1.48,2.92,78.7,68.33,85.14,1
76.7,8.83,856.3,A,80.54,0.77,7.57,81.9,11.65,82.68,1
31.3,8.54,592.2,F,80.54,1.09,11.53,86.4,68.86,114.57,1
138.65,6.89,1978.5,A,80.54,3.23,0.93,78.1,65.67,90.26,1
40.95,9.01,1017.2,C,80.54,4.32,8.65,85.6,37.89,15.73,0
68.32,4.04,1438.9,A,80.54,0.7,1.79,75.3,17.72,107.27,1
144.01,3.34,453.0,C,80.54,3.8,0.55,81.3,18.18,104.89,1
144.07,4.52,1074.1,E,80.54,2.04,0.79,86.6,93.09,58.77,0
98.81,2.93,249.6,C,80.54,2.65,12.51,80.1,72.04,74.44,1
105.82,6.48,1109.8,E,80.54,4.68,1.77,83.5,21.44,117.37,1
83.81,9.52,1935.2,E,80.54,1.99,0.68,78.1,42.11,68.55,1
65.19,2.8,891.6,C,80.54,2.59,6.57,86.1,63.32,109.59,1
69.44,3.42,270.2,B,80.54,0.56,12.66,75.8,85.2,19.13,0
110.7,5.89,255.7,D,80.54,0.87,3.94,87.8,13.93,31.02,1
120.28,9.5,898.4,A,80.54,1.66,6.33,78.0,31.3,58.48,1
124.99,4.87,488.0,F,80.54,0.63,0.6,88.1,90.08,74.32,0
124.75,6.3,242.0,D,80.54,3.34,6.74,80.3,10.82,99.79,1
40.94,2.81,1561.2,A,80.54,2.42,8.66,85.8,28.13,118.71,1
89.33,3.61,1025.3,A,80.54,2.97,8.56,79.8,96.31,52.77,0
36.91,9.9,720.6,E,80.54,1.29,4.99,88.6,65.21,15.22,0
95.94,9.74,1820.1,A,80.54,1.83,4.73,76.9,33.55,98.13,1
82.98,2.54,409.1,F,80.54,3.49,1.6,77.7,16.03,76.48,1
136.52,9.64,1920.7,A,80.54,4.84,5.5,82.4,12.54,31.84,1
72.11,7.29,765.1,C,80.54,0.73,1.49,76.2,32.03,64.43,1
44.05,9.01,1799.1,D,80.54,4.51,11.5,77.9,89.33,91.65,1
47.16,5.91,1285.3,C,80.54,3.1,14.49,89.2,47.43,94.75,1
121.38,6.37,1688.1,F,80.54,3.04,14.55,89.6,74.83,64.96,0
104.19,6.17,1971.2,A,80.54,2.75,12.98,80.6,92.65,43.57,0
42.13,7.5,719.1,F,80.54,0.81,9.01,88.8,46.72,117.11,1
40.09,3.55,1930.0,E,80.54,0.9,10.51,83.2,27.21,82.97,1
114.12,2.72,901.1,C,80.54,3.2,4.28,79.0,56.54,54.91,0
38.73,4.81,893.9,C,80.54,2.03,9.46,85.5,91.73,40.85,0
128.62,7.79,812.7,B,80.54,4.63,6.83,84.9,82.39,90.42,1
114.75,4.01,1174.5,A,80.54,2.33,7.23,89.8,15.92,36.64,1
39.76,7.55,477.5,E,80.54,1.14,11.37,79.0,72.33,28.89,0
40.18,9.77,1196.7,C,80.54,3.72,4.23,85.1,61.47,68.28,1
148.4,3.2,1175.1,C,80.54,1.82,4.77,75.8,91.67,41.9,0
74.91,7.54,1571.4,E,80.54,2.86,13.87,76.7,21.02,79.18,1
74.48,5.83,1700.6,F,80.54,3.64,0.84,75.1,58.06,22.97,0
127.54,9.01,992.8,F,80.54,4.55,7.28,90.0,89.15,82.04,0
143.67,3.83,744.2,A,80.54,4.06,13.69,87.0,46.9,41.16,0
148.32,7.69,666.8,B,80.54,3.54,9.16,86.8,53.38,10.03,0
120.41,8.79,550.3,C,80.54,3.56,8.2,82.6,16.34,23.96,1
75.15,9.58,303.8,B,80.54,4.76,3.75,79.5,35.03,112.7,1
40.02,7.62,816.4,F,80.54,1.83,5.15,77.3,39.21,105.41,1
123.26,6.23,686.4,F,80.54,0.51,12.78,79.3,95.06,35.7,0
97.01,7.13,1939.6,D,80.54,1.72,8.39,80.6,35.44,95.62,1
80.91,9.02,1203.9,A,80.54,1.48,7.72,86.3,51.48,76.94,1
138.76,6.78,825.1,D,80.54,3.48,1.49,83.1,70.42,116.8,1
43.34,2.73,1244.8,D,80.54,3.35,0.24,76.2,24.6,51.1,1
89.12,9.48,450.6,D,80.54,3.17,14.46,75.3,53.78,84.96,1
31.36,7.67,999.3,A,80.54,0.57,5.65,76.5,76.47,16.99,0
86.24,7.57,1327.2,A,80.54,3.78,9.05,81.2,88.02,53.59,0
36.76,4.12,1080.0,E,80.54,1.96,1.2,89.0,66.36,116.02,1
44.26,7.44,923.2,B,80.54,3.49,10.25,84.6,70.21,69.29,0
44.1,5.45,1988.9,B,80.54,3.0,13.99,87.0,21.37,41.67,1
107.91,7.38,1784.6,E,80.54,2.04,8.63,82.0,95.12,23.23,0
119.53,3.3,1322.1,E,80.54,1.11,1.89,80.4,21.93,87.39,1
100.0,7.43,1224.9,F,80.54,0.92,8.73,76.6,79.72,80.93,0
145.46,10.0,1317.2,D,80.54,4.24,11.5,88.1,33.83,51.13,1
74.98,2.86,562.4,E,80.54,4.63,6.1,86.7,94.02,114.6,1
64.29,9.83,911.2,C,80.54,3.42,13.2,77.5,74.8,12.44,0
134.23,5.55,271.0,B,80.54,0.97,9.73,82.7,77.84,43.41,0
56.83,9.03,1056.0,E,80.54,2.31,13.49,82.3,29.72,111.32,1
145.59,8.37,1177.4,C,80.54,3.78,9.35,84.4,49.87,45.3,0
31.46,6.75,609.9,C,80.54,4.01,1.97,89.2,65.6,37.75,0
146.39,8.04,1935.3,C,80.54,1.03,4.65,83.7,79.3,68.76,0
35.18,9.09,1837.0,F,80.54,0.5,3.03,83.1,19.36,100.62,1
136.94,5.53,1499.9,F,80.54,3.7,13.63,75.8,96.61,21.35,0
93.32,4.95,1160.1,C,80.54,2.1,11.41,75.9,90.12,113.73,1
149.16,7.51,1765.9,F,80.54,1.65,10.15,77.8,34.33,97.46,1
38.86,8.56,435.2,D,80.54,0.56,4.51,75.5,84.05,29.94,0
96.46,8.22,1622.9,C,80.54,2.93,2.76,86.2,56.65,88.32,1
146.32,8.48,424.7,D,80.54,4.33,11.35,85.8,51.56,52.35,0
92.77,5.77,1629.6,D,80.54,4.81,7.11,77.0,38.3,54.25,1
105.53,8.63,696.4,C,80.54,3.05,3.39,87.5,62.29,96.16,1
113.49,3.4,1778.8,B,80.54,2.82,9.25,77.3,75.69,115.91,1
84.54,6.58,1899.3,C,80.54,0.88,0.61,79.5,46.98,23.93,0
105.31,2.54,467.8,C,80.54,2.97,4.89,78.7,66.63,56.27,0
100.12,4.93,1032.8,F,80.54,2.21,7.03,80.6,72.94,62.9,0
138.14,5.25,1965.8,C,80.54,3.23,2.22,78.8,74.0,51.39,0
35.45,5.47,1070.1,B,80.54,2.25,14.77,82.3,14.68,49.95,1
63.72,7.72,1754.4,F,80.54,1.58,3.14,81.1,87.38,15.75,0
144.05,5.41,1259.7,A,80.54,0.93,1.96,89.8,51.24,85.41,1
136.83,5.87,875.6,A,80.54,1.92,3.05,75.8,33.62,57.98,1
84.68,4.28,714.4,D,80.54,0.93,11.54,77.1,31.76,31.43,0
104.42,5.3,565.8,D,80.54,1.3,6.38,75.8,53.47,99.76,1
63.29,4.2,1571.2,B,80.54,4.94,8.48,84.4,89.81,98.28,1
52.57,3.05,895.8,E,80.54,2.5,0.32,75.8,44.05,63.5,1
85.64,7.03,1120.3,A,80.54,2.89,0.52,87.5,77.48,42.83,0
72.4,7.51,1086.2,D,80.54,4.43,6.69,82.7,18.71,80.19,1
100.04,7.15,1239.1,A,80.54,4.98,12.25,82.9,52.85,41.7,0
39.33,5.98,1758.0,B,80.54,3.12,13.28,83.4,99.25,35.96,0
146.93,5.35,1965.3,B,80.54,4.16,1.3,77.6,79.34,90.36,1
148.35,8.98,933.7,E,80.54,1.97,8.08,78.0,28.95,14.44,0
113.78,6.39,1689.5,E,80.54,1.88,13.7,79.8,55.13,20.42,0
94.33,6.09,1576.2,F,80.54,2.31,5.82,83.9,31.03,10.75,0
67.14,2.69,1232.4,B,80.54,3.53,12.44,78.2,46.86,26.82,0
127.66,5.06,1920.9,D,80.54,3.57,2.01,76.7,80.21,17.59,0
112.17,5.35,560.9,A,80.54,1.92,14.03,89.6,79.41,119.54,1
49.51,5.49,396.7,C,80.54,1.1,11.27,75.3,30.53,41.77,1
139.31,6.85,1737.1,E,80.54,3.35,14.12,87.0,93.0,26.42,0
128.7,6.5,990.5,C,80.54,1.08,10.15,86.8,63.33,36.51,0
143.98,7.06,1724.5,D,80.54,3.1,5.45,79.5,44.19,112.97,1
117.09,8.24,1807.6,E,80.54,3.62,14.07,77.0,55.17,67.22,1
103.61,8.6,312.4,C,80.54,3.65,4.13,77.2,64.46,50.13,0
80.19,7.89,1790.2,D,80.54,3.89,4.98,85.5,60.39,106.07,1
141.93,9.67,1007.0,A,80.54,4.43,10.51,84.6,53.78,53.45,0
133.93,2.64,1118.8,D,80.54,2.75,11.48,86.7,55.44,46.85,0
35.43,3.97,1327.9,F,80.54,3.79,13.94,89.1,25.88,32.8,1
33.16,2.56,1867.5,E,80.54,3.29,3.07,85.4,83.15,51.56,0
75.18,7.36,234.4,B,80.54,1.34,11.97,77.3,58.76,44.84,0
127.27,9.24,1058.3,A,80.54,0.62,11.08,78.7,21.8,84.5,1
148.47,4.33,1437.9,C,80.54,1.78,0.96,87.6,78.95,41.85,0
48.05,9.45,1500.9,E,80.54,2.49,5.81,78.1,93.92,73.49,0
101.3,2.95,1446.6,B,80.54,3.28,4.24,76.1,95.26,17.25,0
75.71,9.51,442.0,D,80.54,4.32,4.57,85.5,43.21,31.04,0
146.39,5.14,738.9,B,80.54,1.38,14.74,81.0,22.2,54.81,1
131.05,3.26,845.7,E,80.54,1.06,9.64,88.8,56.66,113.06,1
130.6,6.14,1648.0,E,80.54,4.84,10.77,84.8,20.13,51.5,1
86.24,4.43,701.8,F,80.54,0.99,14.65,76.4,94.06,83.05,0
79.78,4.64,579.3,F,80.54,2.65,5.66,89.2,26.52,38.06,1
62.81,4.8,1923.4,B,80.54,3.14,12.03,78.9,32.75,23.97,0
36.77,8.52,216.0,D,80.54,2.94,6.52,80.1,46.6,16.44,0
133.77,6.54,1996.1,B,80.54,0.89,13.04,81.0,44.48,43.6,0
127.55,4.83,1418.3,E,80.54,0.76,2.71,75.8,81.52,27.34,0
149.97,7.08,1691.2,E,80.54,0.97,14.22,82.4,51.07,29.14,0
149.6,7.87,730.3,C,80.54,3.14,3.28,76.8,25.37,93.68,1
96.65,4.54,225.8,F,80.54,2.95,4.89,81.0,34.05,11.74,0
122.28,5.6,1528.2,C,80.54,1.55,11.34,80.3,55.82,71.36,1
143.37,3.41,1701.5,A,80.54,3.37,5.91,86.6,23.27,51.74,1
131.96,3.86,1532.9,E,80.54,4.19,9.12,87.0,65.05,65.72,0
59.68,7.61,457.1,C,80.54,0.69,6.67,77.3,60.92,71.91,1
84.07,3.86,1556.2,B,80.54,2.74,11.14,80.5,74.32,44.47,0
45.5,6.44,1584.1,F,80.54,3.6,3.42,80.6,94.39,42.46,0
144.49,7.82,1385.4,F,80.54,1.64,0.88,77.3,92.1,90.67,0
102.74,3.3,1579.0,D,80.54,1.88,4.5,87.0,95.15,105.84,1
57.44,6.75,1722.7,B,80.54,3.26,7.11,85.6,32.02,31.18,0
110.6,4.42,1304.5,D,80.54,4.54,2.52,77.9,21.84,20.74,0
104.18,9.72,359.5,C,80.54,4.14,5.32,80.5,37.2,108.76,1
72.98,6.13,1077.7,A,80.54,3.12,6.0,76.6,90.56,48.49,0
43.63,8.54,339.8,B,80.54,3.79,0.86,84.4,97.48,70.64,0
110.59,6.63,933.6,B,80.54,2.14,8.75,76.8,87.34,49.55,0
92.44,2.83,932.8,B,80.54,3.38,13.27,89.8,19.9,23.84,1
122.68,7.25,318.8,D,80.54,2.6,2.28,86.7,95.27,74.83,0
92.42,9.64,827.9,C,80.54,1.35,8.97,80.9,48.1,67.77,1
132.26,7.01,399.8,B,80.54,3.66,9.97,83.7,10.84,32.33,1
96.23,8.64,1654.8,B,80.54,3.0,6.29,88.7,49.82,59.71,1
97.31,9.13,1905.8,F,80.54,2.11,10.52,83.3,14.15,97.66,1
135.2,4.21,330.2,A,80.54,4.6,6.16,77.6,58.95,74.95,1
78.42,4.09,1919.2,F,80.54,0.59,7.57,80.7,40.47,20.66,0
46.08,7.08,1140.6,F,80.54,1.92,0.11,87.6,52.61,70.28,1
33.45,5.58,739.2,A,80.54,0.76,10.38,84.7,65.19,87.3,1
120.62,8.8,338.4,C,80.54,3.95,9.92,84.8,88.19,97.2,1
104.44,9.25,1101.1,F,80.54,3.66,0.58,88.0,69.57,79.2,1
114.49,5.15,1630.1,C,80.54,1.99,5.52,88.4,49.06,26.79,0
55.56,4.28,1472.8,F,80.54,3.54,14.69,88.8,83.75,88.12,1
46.36,8.35,290.4,E,80.54,2.28,6.31,76.4,91.5,84.51,0
31.75,4.56,331.2,A,80.54,3.9,7.53,83.2,20.78,12.69,0
72.07,8.67,925.2,F,80.54,2.54,13.65,86.1,57.87,55.29,0
100.79,5.68,731.5,E,80.54,2.36,10.76,86.4,35.61,46.62,1
77.07,7.51,618.3,D,80.54,4.71,8.73,84.1,14.24,83.64,1
82.5,3.22,705.8,E,80.54,1.63,11.97,77.5,70.17,33.77,0
138.5,7.18,1646.3,B,80.54,1.04,12.97,87.0,87.65,75.0,0
71.79,5.89,1872.6,F,80.54,3.13,6.85,85.8,24.66,110.45,1
91.68,6.9,929.2,E,80.54,4.86,7.13,76.3,83.12,97.76,1
124.04,3.76,1831.0,C,80.54,2.2,5.79,82.0,86.81,111.36,1
77.59,8.03,778.7,D,80.54,0.78,14.5,77.6,92.29,117.64,1
104.65,8.97,1057.6,F,80.54,2.03,10.46,80.1,33.88,11.17,0
133.48,4.13,606.9,B,80.54,2.78,1.25,75.3,91.36,78.5,0
143.94,3.22,1352.9,E,80.54,1.23,12.94,81.0,38.86,55.41,1
47.65,2.68,1962.2,D,80.54,3.46,7.21,83.2,59.71,104.58,1
141.19,7.31,1286.3,F,80.54,4.99,1.03,84.3,14.55,37.7,1
89.05,7.05,844.1,D,80.54,2.53,8.25,85.0,13.95,117.91,1
60.99,6.6,1366.1,B,80.54,2.1,6.26,87.5,74.83,77.51,1
85.1,4.24,421.3,E,80.54,2.3,13.17,78.2,50.0,97.29,1
147.6,5.43,1799.6,D,80.54,1.02,3.06,76.8,33.07,19.42,0
89.11,6.96,1105.6,D,80.54,4.47,12.4,87.8,27.14,30.18,1
69.45,6.23,1008.8,A,80.54,2.37,8.37,77.3,70.3,93.42,1
106.01,9.91,1254.6,D,80.54,2.24,0.82,89.6,10.04,12.42,1
58.82,3.52,1324.6,A,80.54,3.47,14.58,87.6,82.53,99.86,1
39.1,7.71,329.2,E,80.54,2.49,7.69,82.5,17.13,11.53,0
45.47,5.53,1428.7,F,80.54,3.42,4.36,89.7,27.23,82.28,1
45.37,5.71,635.5,F,80.54,0.78,7.04,76.5,44.76,50.16,1
48.23,7.88,1485.1,E,80.54,4.16,12.87,79.5,53.64,77.26,1
46.66,7.69,1680.6,E,80.54,4.73,4.57,84.6,41.95,86.56,1
106.9,9.93,1647.1,C,80.54,3.42,2.89,80.3,38.86,47.67,1
51.83,3.46,1194.5,E,80.54,4.8,1.94,88.9,96.75,21.88,0
71.48,3.28,1136.3,D,80.54,1.18,4.47,76.0,67.74,17.66,0
137.61,7.93,457.2,F,80.54,2.65,11.7,83.2,12.11,74.78,1
86.88,6.84,1595.6,B,80.54,3.21,7.07,83.9,48.72,67.27,1
110.11,4.56,688.5,F,80.54,3.12,3.41,84.8,88.75,91.64,1
50.68,3.1,1094.1,A,80.54,2.31,2.49,78.8,37.13,66.07,1
53.07,3.14,711.7,F,80.54,2.02,4.99,80.5,18.51,56.47,1
34.9,9.21,440.9,C,80.54,1.07,14.1,87.7,78.25,53.79,0
50.27,3.94,1333.2,E,80.54,2.26,5.15,77.9,64.54,12.91,0
63.43,4.93,297.8,E,80.54,1.23,14.82,87.4,61.33,46.91,0
51.24,4.2,1547.6,F,80.54,3.8,7.28,83.4,14.82,117.36,1
40.64,5.16,771.7,B,80.54,1.44,2.69,86.4,22.64,106.09,1
44.48,3.02,200.2,B,80.54,0.76,13.37,85.7,66.03,46.23,0
85.29,6.39,1120.0,C,80.54,2.99,6.91,78.1,28.7,74.66,1
54.76,3.01,284.3,A,80.54,3.18,10.65,83.5,55.37,103.2,1
73.71,8.5,697.1,F,80.54,4.42,14.76,88.0,59.04,58.54,0
90.41,4.25,1472.6,E,80.54,3.1,0.75,81.5,35.52,11.98,0
112.85,6.55,312.8,F,80.54,2.05,1.45,89.5,95.36,18.2,0
34.72,9.1,1710.8,C,80.54,4.11,10.81,81.8,85.82,66.14,0
125.93,7.38,206.9,D,80.54,2.93,4.23,77.1,75.01,116.64,1
105.35,6.5,644.3,D,80.54,0.86,2.76,80.8,17.02,86.25,1
39.81,4.93,1533.6,C,80.54,3.05,0.59,89.3,19.55,17.8,0
134.83,5.0,769.3,E,80.54,4.59,0.33,79.8,54.35,30.83,0
140.5,7.52,383.4,C,80.54,2.28,11.62,88.0,24.46,94.85,1
37.33,9.96,848.4,E,80.54,1.83,2.02,88.2,98.04,102.56,1
63.23,7.46,686.7,B,80.54,1.15,7.02,80.3,24.27,77.95,1
126.74,6.68,1716.9,C,80.54,1.18,9.09,76.2,53.87,80.89,1
119.79,7.98,764.0,E,80.54,2.45,6.43,85.9,42.77,13.12,0
52.14,5.99,1620.1,C,80.54,3.18,0.41,79.7,67.54,101.14,1
55.12,2.95,1805.4,C,80.54,0.86,11.75,86.7,21.61,96.71,1
74.46,6.72,980.9,E,80.54,4.73,0.16,81.6,48.73,38.49,0
88.14,9.68,1837.9,E,80.54,3.9,11.43,82.3,34.72,87.95,1
104.19,3.81,879.2,A,80.54,3.14,13.4,86.7,89.9,33.63,0
74.27,7.68,1935.3,C,80.54,4.23,6.49,80.7,13.65,14.44,0
85.5,4.01,360.7,D,80.54,0.86,8.03,81.6,92.24,32.13,0
119.7,6.52,1436.6,C,80.54,2.65,7.15,80.6,84.97,29.65,0
34.4,3.23,1088.9,C,80.54,3.34,5.84,80.5,36.78,47.15,1
60.29,5.88,897.8,E,80.54,4.23,13.31,82.9,81.04,56.03,0
115.6,8.17,1338.9,C,80.54,4.03,13.41,87.1,12.81,65.94,1
137.42,5.11,1466.9,F,80.54,1.75,5.04,80.4,97.02,62.44,0
91.4,7.49,207.9,C,80.54,4.73,9.23,82.9,57.39,39.77,0
93.85,8.47,500.5,F,80.54,1.06,13.9,85.1,37.3,13.21,0
42.86,9.45,1483.5,D,80.54,4.44,14.43,79.0,42.63,76.56,1
83.69,4.26,1399.5,E,80.54,4.87,7.63,79.2,15.98,53.53,1
93.91,5.49,1938.9,C,80.54,1.3,6.79,89.0,99.04,42.85,0
59.1,3.64,1569.9,F,80.54,3.75,4.18,85.9,13.54,105.36,1
62.31,9.94,1911.4,F,80.54,0.68,14.38,83.7,68.94,92.14,1
75.27,9.45,1464.6,F,80.54,2.32,2.14,84.7,49.85,104.35,1
32.41,6.55,736.5,B,80.54,2.82,8.7,75.4,95.4,64.45,0
68.65,8.82,389.7,A,80.54,3.11,4.24,84.3,32.14,24.4,0
55.37,6.41,1607.3,D,80.54,4.71,4.19,82.6,57.89,86.58,1
69.3,7.18,1359.5,C,80.54,3.53,6.07,83.2,53.41,32.67,0
44.37,3.17,286.7,B,80.54,2.67,14.98,80.4,73.26,58.54,0
136.86,8.16,848.1,C,80.54,4.14,0.82,76.2,16.12,17.15,0
101.23,3.46,1922.2,C,80.54,4.78,8.68,77.9,27.44,100.78,1
111.49,8.7,1100.7,E,80.54,0.6,1.24,89.3,29.31,23.85,0
124.7,8.37,978.9,E,80.54,4.92,2.32,81.1,76.43,109.34,1
89.81,7.82,1023.9,E,80.54,0.89,6.59,82.0,27.02,105.07,1
40.43,2.77,576.0,B,80.54,4.16,7.66,75.8,61.61,61.1,0
94.45,4.77,863.7,C,80.54,1.76,3.88,75.6,29.37,91.88,1
100.42,4.47,865.7,A,80.54,1.09,4.75,85.8,87.55,78.14,0
119.45,5.2,294.2,D,80.54,2.48,1.3,83.1,94.8,98.34,1
81.8,3.16,1581.6,E,80.54,3.4,4.55,82.6,56.66,57.5,0
45.31,9.53,949.7,E,80.54,2.21,14.5,78.6,41.71,96.44,1
64.05,6.65,1679.9,C,80.54,0.75,14.17,86.2,31.07,60.87,1
73.57,4.79,1730.6,C,80.54,3.2,5.02,77.5,14.48,113.51,1
107.51,5.48,581.6,B,80.54,4.56,8.56,77.8,34.17,63.5,1
98.49,5.85,1383.2,B,80.54,2.22,13.64,81.9,68.88,60.89,0
72.73,7.0,1050.1,E,80.54,1.47,0.09,79.3,58.03,96.36,1
148.38,6.37,1784.3,C,80.54,2.49,12.16,78.7,94.96,100.37,1
102.69,9.4,588.3,A,80.54,0.72,14.23,84.7,45.66,70.99,1
58.47,6.23,1420.1,D,80.54,4.19,1.37,84.8,72.45,29.78,0
42.21,9.94,1294.0,C,80.54,4.22,2.42,87.4,54.04,61.45,1
48.34,8.89,731.5,C,80.54,3.15,14.41,81.3,56.13,116.49,1
59.51,4.06,445.9,F,80.54,2.09,8.06,76.1,34.1,92.83,1
49.28,9.48,1373.0,B,80.54,4.1,0.21,79.1,50.95,99.23,1
52.39,3.37,1529.5,D,80.54,3.0,3.86,89.7,52.37,13.61,0
64.21,8.63,768.1,E,80.54,4.22,6.75,83.9,73.6,61.46,0
50.8,5.35,1360.7,C,80.54,3.34,10.39,85.6,94.66,81.13,0
137.61,9.08,911.2,E,80.54,4.03,11.0,75.1,39.64,101.3,1
39.63,9.01,1483.8,C,80.54,3.19,14.93,82.8,13.8,15.42,0
92.94,8.54,558.6,E,80.54,2.36,4.31,75.6,54.67,103.77,1
79.25,8.43,1802.4,D,80.54,4.81,8.07,83.5,59.0,70.32,1
147.89,4.79,717.3,B,80.54,2.94,8.0,88.8,25.16,31.7,1
43.44,3.11,862.0,D,80.54,3.22,6.08,89.5,78.44,44.9,0
77.74,5.52,304.6,F,80.54,1.49,2.54,83.1,98.64,41.01,0
146.34,3.8,400.7,A,80.54,3.32,14.66,81.9,95.12,68.39,0
133.86,7.71,1128.6,B,80.54,3.07,12.8,89.2,27.74,15.69,0
128.05,5.1,681.7,D,80.54,1.33,7.47,85.1,88.78,27.44,0
60.95,9.82,1703.9,F,80.54,0.77,9.05,76.0,73.4,99.4,1
50.51,7.31,226.4,A,80.54,3.22,3.41,82.0,50.85,24.59,0
