rocket_length_cm,rocket_diameter_cm,total_mass_g,thrust_N,burn_time_s,wind_speed_mps,angle_of_launch_deg,center_of_mass_cm,center_of_pressure_cm,stable,motor_type_A,motor_type_B,motor_type_C,motor_type_D,motor_type_E
58.95,9.71,828.62,37.49,2.06,3.72,68.27,24.39,27.25,1,0,0,0,1,0
89.89,8.16,1797.44,10.41,2.08,4.07,89.62,50.13,64.31,1,0,0,1,0,0
81.33,9.99,1615.23,16.25,1.65,2.91,61.85,25.69,56.44,1,0,0,1,0,0
117.5,6.68,1151.92,19.21,4.1,1.06,89.0,67.39,74.75,1,0,0,1,0,0
100.62,3.85,319.43,24.09,1.05,6.89,33.68,70.34,42.7,0,0,0,0,1,0
104.12,7.12,223.78,4.73,0.53,3.62,56.47,49.37,82.06,1,1,0,0,0,0
53.39,6.19,1638.48,23.96,3.14,3.29,72.28,36.95,28.11,0,0,0,0,1,0
83.64,2.52,1869.38,14.28,1.49,8.36,73.07,28.29,63.77,1,0,0,1,0,0
105.77,2.22,955.7,3.47,2.23,4.77,64.91,59.15,75.45,1,1,0,0,0,0
47.29,2.59,805.32,13.79,3.11,6.94,72.23,24.25,37.67,1,0,0,1,0,0
102.47,2.82,1679.94,9.27,3.47,5.93,82.63,49.56,56.77,1,0,1,0,0,0
94.93,6.22,1419.97,18.49,1.82,1.54,88.98,45.94,53.85,1,0,0,1,0,0
116.65,5.16,1665.74,16.36,4.86,9.34,30.59,66.86,82.6,1,0,0,1,0,0
50.23,2.49,470.99,47.33,2.36,3.17,39.91,32.97,30.34,0,0,0,0,0,1
63.39,4.43,1398.42,6.67,4.47,3.13,79.42,25.11,33.5,1,0,1,0,0,0
98.49,9.76,1244.2,7.79,1.06,4.64,89.27,55.1,39.45,0,0,1,0,0,0
119.93,4.24,952.9,4.22,3.89,6.75,88.79,80.97,58.31,0,1,0,0,0,0
56.59,3.95,1568.95,48.01,2.6,2.77,86.42,23.61,41.58,1,0,0,0,0,1
53.09,6.66,417.85,2.6,0.92,5.31,84.35,23.33,40.38,1,1,0,0,0,0
67.08,5.87,260.24,7.28,4.4,5.74,71.73,22.89,53.25,1,0,1,0,0,0
45.49,6.82,1559.93,54.37,4.66,4.01,60.28,17.13,23.87,1,0,0,0,0,1
110.3,5.14,721.97,46.71,2.74,1.51,62.3,45.43,47.57,1,0,0,0,0,1
96.51,6.21,1264.36,3.85,2.46,2.71,36.65,39.58,44.49,1,1,0,0,0,0
116.96,9.55,542.37,14.86,3.87,3.44,79.33,49.45,50.64,0,0,0,1,0,0
47.01,6.17,951.66,4.34,2.45,3.75,58.13,22.6,31.75,1,1,0,0,0,0
80.76,3.8,1593.77,32.36,2.52,9.64,73.21,49.72,49.45,0,0,0,0,1,0
66.24,5.3,464.78,3.87,1.54,1.24,66.8,29.79,31.67,1,1,0,0,0,0
68.12,5.52,754.21,25.34,0.88,6.85,31.49,21.52,35.75,1,0,0,0,1,0
35.63,7.29,339.01,21.39,1.48,1.42,86.15,15.47,17.15,1,0,0,0,1,0
79.57,9.96,1117.81,28.05,1.97,8.4,68.16,26.85,32.56,1,0,0,0,1,0
47.39,8.61,1303.82,4.47,1.95,9.52,36.19,21.8,27.51,1,1,0,0,0,0
90.69,6.78,1376.83,2.54,0.7,0.22,37.62,53.09,40.82,0,1,0,0,0,0
57.72,9.53,280.72,69.33,2.11,7.62,66.03,20.85,40.36,1,0,0,0,0,1
96.52,2.48,474.43,51.59,3.37,0.09,67.96,57.17,59.05,1,0,0,0,0,1
75.44,8.7,1918.96,36.28,1.15,7.77,50.3,39.55,31.48,0,0,0,0,1,0
38.49,6.78,648.6,31.17,4.18,1.61,30.52,16.95,18.97,1,0,0,0,1,0
119.2,8.83,279.73,11.18,3.44,2.27,46.48,64.31,58.55,0,0,0,1,0,0
48.9,9.59,1843.02,9.06,1.02,9.1,37.88,28.92,24.43,0,0,1,0,0,0
51.74,4.82,525.12,8.97,4.66,8.34,51.18,30.9,29.73,0,0,1,0,0,0
62.77,9.71,580.8,8.66,2.75,8.67,52.33,39.64,29.17,0,0,1,0,0,0
34.41,7.74,1231.36,36.08,0.96,4.9,51.76,14.98,23.32,1,0,0,0,1,0
74.54,7.11,1334.95,79.53,4.7,8.67,57.99,45.77,29.94,0,0,0,0,0,1
73.7,4.68,1399.95,2.82,1.33,5.8,32.09,42.03,38.12,0,1,0,0,0,0
58.39,5.4,577.12,30.12,1.52,7.13,37.1,34.19,40.5,1,0,0,0,1,0
96.6,3.82,1329.42,2.81,2.02,0.82,39.77,55.05,40.82,0,1,0,0,0,0
57.65,4.86,955.64,8.11,0.53,6.3,80.64,38.09,34.93,0,0,1,0,0,0
67.9,3.43,1129.96,68.97,2.41,2.63,57.64,46.92,44.72,0,0,0,0,0,1
108.23,2.5,621.06,76.48,1.26,4.17,58.97,60.05,81.43,1,0,0,0,0,1
79.64,7.69,1054.19,9.42,3.53,4.76,72.94,38.46,40.56,1,0,1,0,0,0
100.7,9.69,327.46,60.21,2.98,7.95,55.3,57.66,43.61,0,0,0,0,0,1
91.11,4.96,306.31,35.3,4.27,2.86,74.86,36.11,60.36,1,0,0,0,1,0
73.88,9.82,1942.14,37.08,1.85,1.16,85.13,44.89,50.83,1,0,0,0,1,0
117.96,8.42,286.9,10.44,4.12,2.86,84.91,49.11,57.82,1,0,0,1,0,0
88.52,5.53,1160.15,57.33,4.09,5.74,40.42,44.51,50.81,1,0,0,0,0,1
119.63,2.79,399.03,36.51,4.73,0.77,46.15,75.6,92.44,1,0,0,0,1,0
71.06,3.1,1880.95,17.49,3.52,6.76,42.66,23.9,42.94,1,0,0,1,0,0
100.07,6.99,1228.96,29.7,2.31,0.18,68.32,66.46,51.78,0,0,0,0,1,0
75.22,6.6,322.95,73.65,2.11,7.87,82.0,24.97,44.31,1,0,0,0,0,1
31.03,6.86,853.27,2.85,3.42,4.36,59.26,13.84,17.44,1,1,0,0,0,0
76.96,4.77,338.78,52.32,3.73,6.08,54.35,37.99,34.83,0,0,0,0,0,1
52.72,7.84,1760.62,3.99,4.07,6.57,87.38,16.81,22.16,1,1,0,0,0,0
65.9,6.73,1280.62,19.36,3.99,1.79,50.99,22.76,38.66,1,0,0,1,0,0
48.91,2.82,923.33,13.3,1.5,1.29,49.13,19.51,38.46,1,0,0,1,0,0
71.0,4.93,491.5,77.19,1.13,4.18,79.57,48.45,33.1,0,0,0,0,0,1
72.31,2.02,1403.74,65.46,0.88,7.42,57.19,41.36,42.29,0,0,0,0,0,1
101.7,5.54,1535.42,6.64,3.74,8.66,57.95,63.03,66.6,1,0,1,0,0,0
97.49,4.71,743.8,2.2,2.78,5.35,79.66,40.44,61.47,1,1,0,0,0,0
49.15,3.5,526.8,27.22,3.27,3.07,60.81,20.95,31.85,1,0,0,0,1,0
66.88,9.38,554.6,16.2,3.69,4.98,37.95,45.09,34.16,0,0,0,1,0,0
90.83,5.14,767.79,47.42,3.66,2.83,55.16,47.48,62.66,1,0,0,0,0,1
96.36,8.03,1949.0,31.95,2.71,6.23,83.87,38.94,53.53,1,0,0,0,1,0
69.11,2.83,1226.13,4.16,3.25,6.02,70.9,45.64,51.98,1,1,0,0,0,0
83.08,4.7,659.87,5.61,4.45,5.01,57.52,54.83,62.52,1,0,1,0,0,0
37.71,4.52,449.9,6.35,3.11,4.62,76.15,11.57,28.53,1,0,1,0,0,0
82.38,5.75,224.94,13.39,4.83,0.14,32.38,49.82,64.76,1,0,0,1,0,0
76.43,9.19,1222.37,17.93,2.87,6.6,31.02,41.58,58.03,1,0,0,1,0,0
62.21,9.7,1966.64,38.37,1.86,2.56,36.45,29.67,43.27,1,0,0,0,1,0
92.79,5.52,288.74,16.3,4.72,7.49,85.42,56.98,69.75,1,0,0,1,0,0
91.03,9.15,1847.02,7.29,3.51,9.64,82.84,41.35,66.92,1,0,1,0,0,0
44.1,9.18,616.34,5.33,2.4,3.71,51.6,29.55,30.06,0,0,1,0,0,0
51.4,6.3,1217.6,4.24,3.35,2.17,53.25,17.35,28.91,1,1,0,0,0,0
56.88,4.73,811.98,33.67,1.26,1.21,59.97,22.49,24.4,1,0,0,0,1,0
72.82,6.23,1246.97,2.62,1.63,5.12,79.72,26.42,31.84,1,1,0,0,0,0
77.47,3.02,1620.7,7.21,1.77,7.5,46.3,49.09,56.94,1,0,1,0,0,0
59.0,7.34,1753.31,14.79,4.86,5.85,51.05,26.6,30.87,1,0,0,1,0,0
78.55,2.22,1650.95,8.09,4.91,1.56,84.43,28.45,43.76,1,0,1,0,0,0
106.72,9.24,1904.03,4.08,3.62,6.24,57.11,40.37,51.93,1,1,0,0,0,0
68.94,9.57,1329.7,38.09,4.88,0.25,88.12,39.58,27.9,0,0,0,0,1,0
111.59,5.0,1181.07,13.94,2.49,0.73,79.48,70.79,61.61,0,0,0,1,0,0
77.14,4.69,230.75,46.41,2.64,8.05,44.48,40.8,37.02,0,0,0,0,0,1
63.41,4.1,1179.81,4.4,3.74,3.4,42.49,42.31,30.04,0,1,0,0,0,0
43.75,7.79,1399.84,24.82,4.81,1.39,31.76,20.49,22.3,1,0,0,0,1,0
52.52,8.86,1276.52,6.38,1.84,5.5,33.89,35.58,41.89,1,0,1,0,0,0
38.17,8.61,800.67,10.23,2.84,9.14,30.13,18.31,29.96,1,0,0,1,0,0
110.01,2.77,1357.98,14.27,2.36,0.35,74.95,45.58,56.11,1,0,0,1,0,0
58.39,7.73,1133.22,5.13,4.38,8.35,56.04,23.05,30.18,1,0,1,0,0,0
40.03,3.18,1378.87,4.26,4.1,6.88,45.35,21.56,17.71,0,1,0,0,0,0
36.27,6.65,1785.49,26.09,3.0,0.41,40.3,18.34,27.57,1,0,0,0,1,0
85.49,4.87,977.76,2.75,0.89,1.16,35.82,27.73,62.6,1,1,0,0,0,0
95.53,8.56,744.71,44.46,1.14,6.95,52.26,28.82,74.26,1,0,0,0,0,1
100.61,2.2,444.54,23.85,3.82,2.0,81.84,52.56,73.77,1,0,0,0,1,0
54.82,7.76,341.98,32.73,2.77,0.48,30.36,24.87,39.14,1,0,0,0,1,0
46.82,3.82,603.17,20.61,3.25,1.56,63.96,15.82,28.07,1,0,0,0,1,0
48.0,9.18,1044.53,12.05,1.66,0.72,51.33,20.73,19.54,0,0,0,1,0,0
111.32,6.07,287.46,56.26,2.92,6.27,70.73,65.25,77.01,1,0,0,0,0,1
65.91,5.24,1498.26,69.27,1.49,7.27,61.29,42.76,36.74,0,0,0,0,0,1
72.3,7.56,1078.26,5.44,4.46,0.33,62.15,35.94,55.81,1,0,1,0,0,0
88.24,3.07,1232.05,77.58,1.77,7.92,82.29,57.84,58.63,0,0,0,0,0,1
114.1,4.42,1924.82,7.25,4.08,1.73,73.96,42.22,73.14,1,0,1,0,0,0
50.44,9.16,1821.51,26.43,3.31,4.17,47.34,24.83,20.44,0,0,0,0,1,0
97.75,6.77,835.48,77.96,3.78,9.84,34.7,60.68,67.69,1,0,0,0,0,1
44.31,9.16,1759.31,22.05,4.95,8.05,41.32,28.71,31.87,1,0,0,0,1,0
46.12,5.4,869.21,5.58,3.36,1.34,69.5,28.46,29.47,0,0,1,0,0,0
112.78,6.73,252.61,4.92,3.91,7.82,36.06,66.83,56.04,0,1,0,0,0,0
114.97,8.58,1042.81,11.72,4.51,1.35,41.44,65.07,62.49,0,0,0,1,0,0
45.34,8.39,1631.68,17.33,3.91,8.48,81.9,20.9,28.31,1,0,0,1,0,0
101.48,4.21,846.21,18.43,0.96,3.78,61.15,67.16,71.59,1,0,0,1,0,0
94.1,9.24,1002.3,3.29,1.3,3.64,42.09,50.67,47.61,0,1,0,0,0,0
86.51,5.47,379.66,2.29,3.18,8.31,81.24,59.35,62.86,1,1,0,0,0,0
115.47,8.39,597.96,10.51,2.43,3.58,54.05,55.8,79.94,1,0,0,1,0,0
107.16,7.3,1883.22,4.07,1.44,4.13,75.24,58.05,54.18,0,1,0,0,0,0
87.14,5.53,392.15,5.41,3.08,0.77,72.93,40.13,48.15,1,0,1,0,0,0
116.22,9.73,975.11,14.2,1.02,5.66,86.85,56.64,81.42,1,0,0,1,0,0
68.53,5.97,1467.31,5.11,4.89,2.03,54.23,33.71,40.68,1,0,1,0,0,0
62.15,5.11,769.94,3.9,3.2,6.3,60.93,33.55,47.22,1,1,0,0,0,0
39.02,4.83,935.55,59.05,0.59,6.04,30.8,22.51,26.49,1,0,0,0,0,1
38.27,7.11,338.45,9.07,4.11,5.26,33.22,22.81,21.05,0,0,1,0,0,0
94.4,4.19,228.56,3.87,2.95,9.76,33.35,45.77,68.28,1,1,0,0,0,0
76.19,3.45,922.38,23.46,1.74,2.59,61.59,23.79,57.83,1,0,0,0,1,0
92.11,4.86,1001.33,78.22,1.59,5.68,55.18,59.76,59.24,0,0,0,0,0,1
102.57,8.35,1237.06,7.49,2.58,1.15,43.71,39.69,68.11,1,0,1,0,0,0
71.23,7.12,1226.15,8.93,4.91,8.85,66.35,49.67,40.18,0,0,1,0,0,0
98.83,9.53,685.82,68.31,3.77,8.85,87.68,54.14,60.91,1,0,0,0,0,1
77.53,6.12,774.74,11.93,1.85,1.63,64.08,41.35,60.36,1,0,0,1,0,0
39.71,6.59,378.7,38.86,2.22,4.57,66.5,22.24,25.74,1,0,0,0,1,0
101.85,9.27,1050.71,8.88,4.28,5.45,77.96,55.46,72.91,1,0,1,0,0,0
113.15,2.87,719.56,38.79,2.37,3.94,44.88,43.83,74.68,1,0,0,0,1,0
46.2,2.28,1130.52,26.06,3.27,3.11,35.98,19.88,27.72,1,0,0,0,1,0
105.13,2.85,547.98,12.35,1.58,3.77,35.64,34.17,70.36,1,0,0,1,0,0
73.12,9.41,808.33,16.2,2.81,9.74,47.53,30.89,50.45,1,0,0,1,0,0
117.4,7.61,1729.15,7.28,2.76,8.24,74.88,35.43,53.1,1,0,1,0,0,0
38.36,2.25,1555.12,13.82,4.2,3.42,69.6,21.62,29.98,1,0,0,1,0,0
62.02,6.77,622.88,9.17,3.36,0.26,89.18,31.66,27.29,0,0,1,0,0,0
43.88,8.16,1213.24,3.62,3.07,6.87,48.62,24.67,26.53,1,1,0,0,0,0
102.99,7.93,295.97,14.88,2.95,9.18,81.26,41.34,66.79,1,0,0,1,0,0
56.29,7.11,255.71,32.98,1.16,4.97,63.17,38.61,39.98,0,0,0,0,1,0
68.63,6.11,1814.55,10.38,1.1,2.47,41.57,45.81,34.37,0,0,0,1,0,0
68.16,4.16,867.74,19.46,3.31,1.66,52.23,40.36,39.67,0,0,0,1,0,0
72.86,8.01,1444.28,50.7,0.65,0.83,66.94,26.89,44.47,1,0,0,0,0,1
86.13,7.84,1847.25,60.48,3.56,3.64,89.2,33.64,46.11,1,0,0,0,0,1
35.73,2.46,911.77,2.99,3.41,8.93,70.73,23.82,18.56,0,1,0,0,0,0
72.35,7.67,369.88,7.02,3.15,2.29,69.46,48.46,31.77,0,0,1,0,0,0
73.11,4.21,1524.23,25.63,2.64,9.81,59.54,42.28,54.98,1,0,0,0,1,0
117.59,5.93,1454.25,71.74,4.01,2.74,60.68,39.05,54.61,1,0,0,0,0,1
89.22,4.32,1180.81,2.76,1.51,1.04,85.22,33.98,47.58,1,1,0,0,0,0
75.47,9.27,851.43,22.22,1.0,9.57,44.35,44.64,31.32,0,0,0,0,1,0
85.42,3.76,1286.59,14.9,0.8,6.06,72.01,32.52,67.34,1,0,0,1,0,0
40.26,9.63,1694.71,73.69,0.71,8.73,49.02,27.69,26.14,0,0,0,0,0,1
71.39,8.68,1007.69,6.29,2.33,1.05,60.82,22.28,40.31,1,0,1,0,0,0
60.08,6.16,1185.63,12.47,1.88,8.01,61.22,22.15,37.29,1,0,0,1,0,0
32.55,8.22,550.19,28.95,0.71,3.97,80.72,11.79,16.79,1,0,0,0,1,0
77.35,7.22,1710.7,19.42,4.23,1.66,89.47,34.73,50.94,1,0,0,1,0,0
87.64,2.65,1024.62,24.43,4.73,1.81,52.06,58.87,45.42,0,0,0,0,1,0
116.08,3.78,1848.61,46.17,4.98,8.08,80.6,80.24,55.03,0,0,0,0,0,1
65.67,9.1,1736.44,55.77,4.55,5.4,47.53,34.69,51.77,1,0,0,0,0,1
111.22,5.74,660.59,34.11,3.18,2.78,33.24,61.19,81.76,1,0,0,0,1,0
83.97,3.93,1478.9,55.65,0.65,9.9,75.22,36.18,58.19,1,0,0,0,0,1
109.02,3.65,1329.66,5.47,0.76,4.75,62.44,41.76,83.06,1,0,1,0,0,0
36.01,6.55,1152.09,2.7,3.92,8.63,37.04,13.24,28.78,1,1,0,0,0,0
89.45,7.57,511.08,2.66,3.94,1.26,50.87,28.31,66.54,1,1,0,0,0,0
77.05,8.29,506.81,6.04,4.87,9.97,53.75,35.02,39.03,1,0,1,0,0,0
115.8,7.82,1866.75,17.81,1.92,3.02,87.93,44.26,46.47,1,0,0,1,0,0
73.45,2.73,405.56,41.69,2.11,5.34,65.77,45.69,55.2,1,0,0,0,0,1
99.29,4.76,264.93,3.91,3.34,5.52,42.39,62.21,44.18,0,1,0,0,0,0
98.33,7.58,335.75,33.95,3.21,7.09,40.88,56.86,57.74,0,0,0,0,1,0
81.31,6.16,1546.85,19.0,1.26,8.79,89.42,35.34,47.7,1,0,0,1,0,0
52.77,6.33,1501.84,19.71,4.76,4.3,65.28,16.77,30.29,1,0,0,1,0,0
78.9,4.62,1331.73,17.72,2.53,8.63,36.41,38.64,37.47,0,0,0,1,0,0
107.67,8.11,1343.53,25.93,1.08,2.38,49.05,73.06,57.48,0,0,0,0,1,0
102.15,5.95,784.23,29.43,1.35,3.34,55.68,68.56,66.58,0,0,0,0,1,0
67.05,2.27,957.3,35.87,3.09,1.59,48.93,44.4,47.77,1,0,0,0,1,0
86.7,4.16,746.4,2.2,2.13,4.35,37.42,39.85,40.88,0,1,0,0,0,0
89.69,2.14,766.17,3.65,1.27,8.44,30.3,42.78,60.47,1,1,0,0,0,0
115.36,6.07,1446.44,75.94,2.93,5.74,41.88,44.34,49.3,1,0,0,0,0,1
114.63,6.75,1694.55,33.34,1.86,8.28,33.21,49.61,50.56,0,0,0,0,1,0
32.32,5.96,970.59,3.0,2.35,1.94,65.13,11.85,23.98,1,1,0,0,0,0
89.82,8.04,1386.26,4.82,1.42,6.31,30.99,49.55,50.06,0,1,0,0,0,0
46.87,9.96,1538.26,74.55,1.48,3.74,54.42,27.5,33.11,1,0,0,0,0,1
81.15,4.21,1234.68,15.51,3.49,8.2,87.24,36.89,39.03,1,0,0,1,0,0
87.1,5.48,1776.58,39.45,1.98,7.61,35.1,46.03,68.55,1,0,0,0,1,0
87.59,9.01,1537.88,14.72,3.24,2.28,42.76,53.39,45.65,0,0,0,1,0,0
74.65,7.36,1005.34,18.96,3.08,1.67,62.65,30.08,55.88,1,0,0,1,0,0
115.55,5.93,1298.0,4.85,2.35,8.9,69.75,52.15,50.78,0,1,0,0,0,0
64.12,6.27,559.18,13.26,2.01,1.75,41.83,36.02,30.19,0,0,0,1,0,0
97.17,5.64,633.81,2.0,1.13,5.32,49.14,42.97,49.21,1,1,0,0,0,0
70.87,7.26,1502.96,16.38,3.37,1.99,40.49,38.69,40.93,1,0,0,1,0,0
67.66,2.53,865.34,19.92,4.51,1.92,67.41,33.04,53.21,1,0,0,1,0,0
77.36,7.57,1478.18,66.17,1.5,7.8,83.11,41.55,39.59,0,0,0,0,0,1
34.94,8.74,395.58,29.77,3.92,7.56,40.11,19.54,21.14,1,0,0,0,1,0
100.76,2.8,368.87,10.06,1.91,6.57,68.49,42.25,45.72,1,0,0,1,0,0
71.53,9.14,1620.84,11.09,1.47,7.52,68.95,39.33,43.61,1,0,0,1,0,0
43.72,9.96,787.5,26.02,3.0,4.73,56.09,28.85,33.59,1,0,0,0,1,0
44.43,9.03,913.09,4.5,4.84,6.25,44.97,13.63,22.62,1,1,0,0,0,0
87.56,6.88,1526.46,19.81,4.87,4.06,78.72,49.26,43.8,0,0,0,1,0,0
65.64,6.26,1689.29,2.79,2.35,7.31,60.97,21.4,38.25,1,1,0,0,0,0
106.78,9.04,1638.55,12.14,3.47,2.85,60.05,48.62,44.32,0,0,0,1,0,0
88.15,2.12,941.16,71.84,4.64,4.37,69.29,61.52,48.55,0,0,0,0,0,1
39.32,2.95,415.33,10.66,4.17,1.67,32.88,15.72,18.6,1,0,0,1,0,0
86.91,9.2,334.3,20.49,0.78,7.48,45.24,56.1,36.2,0,0,0,0,1,0
88.64,4.43,414.35,68.13,0.68,5.24,36.75,48.96,44.03,0,0,0,0,0,1
115.35,6.76,858.41,10.17,3.9,9.68,74.1,58.63,63.16,1,0,0,1,0,0
53.4,7.21,545.91,59.91,3.52,4.68,54.34,34.44,29.2,0,0,0,0,0,1
106.66,9.28,484.28,40.39,3.16,1.13,36.34,63.75,51.71,0,0,0,0,0,1
61.14,2.27,650.65,11.59,2.69,7.37,81.26,30.0,39.61,1,0,0,1,0,0
94.1,9.67,1389.74,2.99,3.57,5.44,79.11,39.72,57.63,1,1,0,0,0,0
60.67,2.68,1469.03,5.41,4.07,5.26,75.49,35.29,38.51,1,0,1,0,0,0
86.94,3.22,988.98,48.98,2.04,7.33,52.86,33.34,45.1,1,0,0,0,0,1
106.18,4.93,849.12,17.64,2.45,0.3,45.22,55.6,79.15,1,0,0,1,0,0
108.25,3.51,966.29,33.07,2.89,5.08,43.35,55.62,72.16,1,0,0,0,1,0
71.13,5.98,213.92,12.06,2.63,2.45,65.59,27.48,54.94,1,0,0,1,0,0
53.01,4.09,471.75,9.42,1.5,0.17,83.89,35.6,22.96,0,0,1,0,0,0
47.22,4.03,1177.4,2.86,0.88,1.38,74.75,22.23,37.32,1,1,0,0,0,0
97.71,8.24,1046.13,29.5,4.05,2.56,53.76,67.83,77.39,1,0,0,0,1,0
104.3,3.13,1776.31,4.18,0.59,8.32,37.61,70.29,46.73,0,1,0,0,0,0
63.47,6.28,674.45,2.94,1.52,3.86,80.28,27.32,42.17,1,1,0,0,0,0
30.62,3.23,1331.1,18.13,2.92,2.68,33.31,14.04,14.71,0,0,0,1,0,0
79.29,3.67,1574.08,4.59,3.56,4.96,55.1,54.01,53.68,0,1,0,0,0,0
80.92,2.65,1767.81,27.68,0.98,1.19,78.24,54.01,60.9,1,0,0,0,1,0
46.18,9.62,417.21,3.73,2.57,9.76,58.88,26.86,21.64,0,1,0,0,0,0
47.86,5.76,1344.68,8.82,1.93,4.98,54.72,16.79,32.05,1,0,1,0,0,0
62.14,8.3,645.83,28.04,2.77,1.63,43.71,36.37,40.08,1,0,0,0,1,0
91.97,8.09,1393.01,10.75,3.28,2.04,33.54,54.16,66.51,1,0,0,1,0,0
39.15,8.8,1816.01,7.42,4.6,3.52,67.15,24.7,28.84,1,0,1,0,0,0
67.5,4.99,279.97,3.72,4.94,4.34,65.67,38.78,53.13,1,1,0,0,0,0
114.82,9.63,1818.64,45.25,0.85,4.61,62.47,64.81,74.94,1,0,0,0,0,1
110.42,9.81,1735.97,4.49,3.8,9.35,59.79,39.25,60.44,1,1,0,0,0,0
80.56,2.32,1417.72,19.89,1.09,3.96,45.82,30.24,50.28,1,0,0,1,0,0
45.01,5.97,1756.94,74.66,0.57,6.58,54.28,31.39,30.86,0,0,0,0,0,1
51.1,6.57,1603.23,4.97,4.44,1.27,59.56,29.07,32.56,1,1,0,0,0,0
88.93,7.74,945.35,5.02,2.51,3.59,78.17,37.75,55.61,1,0,1,0,0,0
105.19,6.93,1832.62,11.3,3.49,5.66,31.34,40.29,48.93,1,0,0,1,0,0
92.94,2.8,1109.96,11.26,1.11,8.11,70.29,62.15,45.18,0,0,0,1,0,0
47.84,6.76,1628.09,27.28,3.17,3.63,46.49,16.29,27.46,1,0,0,0,1,0
67.18,5.85,796.21,61.63,2.41,9.11,48.45,27.62,47.07,1,0,0,0,0,1
72.95,3.97,693.63,16.79,0.85,7.14,75.89,43.74,53.36,1,0,0,1,0,0
98.34,5.52,424.21,2.46,4.84,8.25,32.07,36.35,41.75,1,1,0,0,0,0
106.86,4.81,1945.93,35.54,3.15,1.28,59.52,44.89,71.82,1,0,0,0,1,0
71.83,7.74,451.22,3.72,4.76,4.88,58.62,45.02,51.05,1,1,0,0,0,0
93.01,5.6,631.74,16.27,1.32,2.57,40.16,32.17,61.93,1,0,0,1,0,0
85.16,7.87,1265.12,30.75,4.97,0.97,87.5,36.23,38.86,1,0,0,0,1,0
106.02,5.29,900.19,17.8,0.62,8.76,55.05,34.15,50.82,1,0,0,1,0,0
112.73,4.42,949.76,63.5,4.5,3.07,45.74,39.46,88.99,1,0,0,0,0,1
97.92,9.67,1957.64,77.09,2.8,1.39,44.66,37.65,78.13,1,0,0,0,0,1
109.54,2.51,1769.62,67.42,2.51,4.51,39.55,34.43,68.72,1,0,0,0,0,1
59.19,3.04,450.79,3.5,3.81,8.64,71.98,41.14,39.74,0,1,0,0,0,0
36.91,7.83,980.29,33.22,3.99,7.76,88.73,20.75,27.95,1,0,0,0,1,0
78.23,6.27,1125.14,18.9,4.47,0.13,47.77,45.17,34.13,0,0,0,1,0,0
108.85,3.44,1727.75,70.67,2.5,7.46,74.8,58.28,77.43,1,0,0,0,0,1
45.67,7.02,309.58,5.58,3.49,9.53,78.95,19.98,19.83,0,0,1,0,0,0
119.69,7.05,1692.01,75.2,3.46,1.28,54.09,70.82,72.84,1,0,0,0,0,1
95.41,5.9,281.39,2.95,2.44,5.66,53.96,34.08,68.7,1,1,0,0,0,0
114.2,2.79,801.86,29.11,1.54,2.74,55.35,43.54,62.43,1,0,0,0,1,0
37.94,5.02,238.94,3.01,4.52,9.99,53.18,19.1,24.92,1,1,0,0,0,0
68.14,8.14,1635.97,32.93,4.02,6.4,81.19,44.43,44.44,0,0,0,0,1,0
80.72,2.56,1871.65,3.47,2.87,4.85,59.65,36.01,59.81,1,1,0,0,0,0
42.99,2.73,265.75,7.16,2.28,7.53,89.76,25.89,22.35,0,0,1,0,0,0
108.83,6.69,1113.25,4.98,1.49,2.6,89.46,32.8,81.76,1,1,0,0,0,0
34.87,5.4,770.46,23.08,3.67,9.84,65.31,20.79,20.88,0,0,0,0,1,0
94.92,4.44,361.99,62.21,3.8,0.7,84.04,62.1,44.55,0,0,0,0,0,1
85.28,5.25,1300.99,7.2,2.08,9.1,40.06,30.74,54.6,1,0,1,0,0,0
35.36,2.96,803.53,2.88,0.54,6.57,44.34,23.42,24.27,0,1,0,0,0,0
83.21,3.16,645.02,2.15,2.45,3.28,82.57,48.18,66.36,1,1,0,0,0,0
94.68,3.01,1394.18,11.75,1.89,1.24,84.23,47.96,68.51,1,0,0,1,0,0
95.5,5.51,662.32,9.42,3.85,8.6,66.25,56.74,66.39,1,0,1,0,0,0
107.83,5.85,415.72,4.93,0.91,5.92,47.36,40.48,84.22,1,1,0,0,0,0
44.19,4.34,1089.66,16.52,3.87,1.55,40.06,18.93,30.28,1,0,0,1,0,0
105.92,4.36,1406.68,13.19,2.44,8.07,75.29,46.19,65.8,1,0,0,1,0,0
112.76,5.99,850.22,2.76,0.96,3.06,64.63,46.59,66.0,1,1,0,0,0,0
60.39,2.86,972.89,2.49,4.58,4.9,43.23,25.29,46.28,1,1,0,0,0,0
61.97,4.96,1929.35,12.03,2.09,9.91,37.73,36.62,35.96,0,0,0,1,0,0
47.81,3.18,1883.55,2.23,4.82,3.46,31.86,24.72,33.92,1,1,0,0,0,0
75.46,3.79,1190.96,5.1,1.25,1.01,69.47,25.38,59.71,1,0,1,0,0,0
40.45,8.99,1751.98,26.19,2.28,1.48,52.15,12.96,19.97,1,0,0,0,1,0
35.99,6.21,1167.18,45.54,4.55,9.58,65.94,19.04,26.6,1,0,0,0,0,1
31.87,8.4,1172.42,2.84,4.4,8.51,40.78,10.82,17.11,1,1,0,0,0,0
81.53,8.93,367.32,8.64,1.34,1.9,39.22,38.95,39.58,0,0,1,0,0,0
