,length,diameter,mass,motor_thrust,burn_time,cg,cp,material,wind_speed,temperature,humidity,stable
195,61.43,9.55,974.0,180.8,0.68,35.28,52.13,1,20.7,21.6,27.3,0
24,71.05,5.22,557.6,142.7,1.57,41.84,51.58,2,17.8,28.9,66.0,1
78,62.26,8.06,1469.3,195.4,0.55,27.62,40.02,0,2.1,20.6,36.1,1
67,102.2,8.07,1368.6,74.1,0.86,43.14,76.03,2,23.2,29.8,20.8,0
172,76.09,4.11,896.5,69.1,1.97,40.05,65.16,1,17.8,35.4,51.2,0
187,79.97,4.65,628.9,110.1,1.37,33.07,51.12,0,18.6,16.5,67.9,1
11,117.29,8.0,1450.1,169.9,2.18,70.08,86.26,1,8.9,15.3,61.7,1
31,45.35,6.77,1261.5,184.3,1.4,23.55,30.34,0,16.7,25.0,61.2,1
127,107.47,7.48,773.4,169.3,1.58,51.77,89.94,1,15.3,16.6,71.7,1
95,74.44,6.89,853.4,141.6,0.91,32.4,49.13,1,19.0,38.8,67.3,1
91,94.19,3.74,1120.1,113.8,2.21,49.91,60.26,0,10.0,10.3,27.7,1
140,116.62,6.7,1454.1,119.4,1.05,65.88,78.99,0,18.8,12.8,65.5,1
30,84.68,8.67,643.0,157.0,0.95,34.5,73.52,0,23.1,29.4,30.7,0
77,36.66,7.72,1053.9,109.7,1.82,19.65,32.85,1,20.1,33.5,70.7,0
19,56.21,9.02,1252.4,162.2,1.17,22.87,38.33,0,15.8,30.4,64.1,1
145,33.32,7.5,858.2,184.9,0.52,19.18,24.25,1,6.4,22.4,29.7,1
220,92.32547886128395,7.753527227658071,585.9805788415799,133.5090441600775,0.9600418887047251,50.16275799554837,68.04066736045522,2,24.28326351882546,28.107321022969145,38.11895468245342,0
59,59.28,4.13,618.8,135.6,0.63,31.15,45.92,0,13.4,23.5,66.8,1
190,38.38,9.94,638.8,73.0,2.1,15.87,25.75,2,5.1,10.1,27.1,0
133,60.39,4.25,1055.4,128.5,1.55,26.82,54.28,1,23.6,19.6,41.4,0
159,95.54,7.24,1120.3,168.3,1.98,38.77,74.3,0,26.9,36.4,43.8,0
92,98.47,8.85,777.4,126.1,2.16,51.36,75.85,0,17.4,17.7,72.9,1
42,33.09,9.45,874.3,81.7,0.86,15.35,27.51,1,7.1,38.7,55.2,1
129,75.97,5.11,1364.7,74.5,1.02,34.33,56.94,0,8.4,32.4,65.0,0
59,59.28,4.13,618.8,135.6,0.63,31.15,45.92,0,13.4,23.5,66.8,1
150,111.74,6.77,1020.2,67.5,1.7,60.53,96.11,1,6.7,14.5,53.5,0
210,53.936828500601315,8.691583676452844,1460.4212431655512,66.3084290714985,1.2607833138861697,26.271387847981302,34.19895696364944,0,16.72741598601594,11.245934447409953,41.953171653634854,0
30,84.68,8.67,643.0,157.0,0.95,34.5,73.52,0,23.1,29.4,30.7,0
4,44.04,7.44,820.0,68.1,1.35,24.72,32.88,2,29.3,31.7,49.2,0
210,53.936828500601315,8.691583676452844,1460.4212431655512,66.3084290714985,1.2607833138861697,26.271387847981302,34.19895696364944,0,16.72741598601594,11.245934447409953,41.953171653634854,0
161,86.91,7.68,713.0,96.8,1.71,37.0,57.64,1,9.5,15.8,46.5,1
9,93.73,4.55,591.3,153.6,0.73,46.67,84.28,2,24.0,25.8,58.2,0
88,109.85,5.36,1450.4,165.4,0.7,65.72,67.0,2,10.9,16.8,34.2,1
129,75.97,5.11,1364.7,74.5,1.02,34.33,56.94,0,8.4,32.4,65.0,0
125,68.44,8.3,968.7,176.3,0.54,34.92,47.98,0,10.4,26.3,33.0,1
10,31.85,7.07,819.3,55.9,2.47,14.15,23.18,2,5.5,24.4,28.9,0
177,64.81,3.65,1426.6,158.3,0.6,27.31,48.9,2,0.0,32.8,41.8,1
158,51.39,9.61,1255.1,184.1,0.83,29.52,35.1,1,4.2,32.3,47.1,1
55,112.97,7.12,992.6,69.1,0.88,53.11,82.37,1,8.2,21.6,57.9,0
206,71.75687408104946,6.67108487141356,1152.0850408797207,141.77124019961056,2.091309481679956,32.90770063152233,57.23254614240679,1,23.622554150534636,22.85734639560539,33.78214664880399,0
200,68.33907470881434,4.979662371727148,924.0630697050134,72.18896470832047,1.2904277641694963,34.75123746188104,56.00715995657657,1,19.03558588332819,24.327249584020464,54.051352038449664,0
214,32.47595498593304,7.125486314542542,817.357978991011,57.691745573769566,2.3740549144368557,14.43667929180313,23.61059692014785,1,6.754221901638694,24.862385954521177,30.021285939713856,0
82,59.78,5.94,954.5,75.6,0.54,28.9,45.9,2,20.4,12.1,57.2,0
136,76.69,9.06,1349.6,108.9,0.54,43.73,50.6,0,11.7,26.2,49.8,1
98,32.29,7.55,1474.4,73.2,0.53,17.95,25.54,2,12.3,19.7,78.8,0
148,34.63,5.93,1020.3,186.0,2.25,19.74,31.04,1,0.7,28.4,53.6,1
72,30.5,9.14,543.2,62.0,1.79,12.46,25.44,1,11.0,21.6,36.5,0
155,51.78,7.68,903.5,169.1,1.27,28.51,44.64,0,14.4,14.8,43.4,1
189,51.77,8.74,651.9,192.1,2.14,28.04,38.11,1,12.9,29.9,71.4,1
114,87.01,8.93,545.2,102.3,1.6,45.12,64.01,1,7.7,14.9,33.6,1
6,35.23,4.16,889.2,81.0,2.37,18.97,28.36,0,15.7,22.1,56.1,1
79,40.43,8.67,1023.1,179.8,0.94,23.85,30.31,1,19.2,22.4,29.4,1
143,57.08,6.32,1171.7,125.4,2.16,29.29,46.7,2,21.6,14.5,27.6,0
96,77.05,8.5,1083.7,93.3,1.09,34.22,50.1,1,22.6,24.3,57.5,0
3,83.88,9.34,1326.5,63.3,1.71,45.84,58.47,0,12.0,35.4,23.2,0
3,83.88,9.34,1326.5,63.3,1.71,45.84,58.47,0,12.0,35.4,23.2,0
102,58.29,7.01,809.5,100.5,0.86,33.62,35.88,0,9.0,24.6,40.3,1
39,69.61,4.65,581.3,106.6,1.76,32.23,45.64,1,4.5,28.4,29.9,1
16,57.38,5.62,793.2,59.2,1.68,25.02,35.85,1,2.6,22.6,51.2,0
100,32.83,3.84,1198.2,129.9,0.92,13.51,20.01,0,24.7,24.2,63.5,0
102,58.29,7.01,809.5,100.5,0.86,33.62,35.88,0,9.0,24.6,40.3,1
123,39.9,5.32,1342.1,161.2,2.1,22.42,26.56,0,10.3,36.4,28.5,1
51,99.76,6.0,1058.4,130.6,2.0,50.46,74.27,1,7.7,17.6,48.9,1
220,92.32547886128395,7.753527227658071,585.9805788415799,133.5090441600775,0.9600418887047251,50.16275799554837,68.04066736045522,2,24.28326351882546,28.107321022969145,38.11895468245342,0
51,99.76,6.0,1058.4,130.6,2.0,50.46,74.27,1,7.7,17.6,48.9,1
163,78.22,7.05,514.5,161.6,1.28,42.92,61.75,0,24.8,29.7,31.2,0
123,39.9,5.32,1342.1,161.2,2.1,22.42,26.56,0,10.3,36.4,28.5,1
165,105.18,6.01,1089.9,135.5,1.21,59.28,67.26,0,3.7,32.3,41.4,1
230,58.51541360319843,7.834151742362337,1469.6588876480923,60.16596045001446,2.258999840468997,33.347382744226756,49.963290167311726,1,7.153840204747812,19.246362331109975,45.64363607358,0
177,64.81,3.65,1426.6,158.3,0.6,27.31,48.9,2,0.0,32.8,41.8,1
62,104.59,4.41,1246.0,140.9,1.55,57.91,72.49,0,10.2,39.6,33.5,1
228,86.1493545048726,7.3855591640077325,1120.6742949931627,156.09382438963732,1.7616612539884018,35.442933394108984,66.68309688913824,0,27.149529995441824,36.15047000455817,44.444619154891384,0
115,108.43,8.02,526.4,189.4,1.37,55.95,85.99,2,23.6,18.2,44.2,0
190,38.38,9.94,638.8,73.0,2.1,15.87,25.75,2,5.1,10.1,27.1,0
61,54.42,9.94,1149.2,198.0,1.41,32.48,45.67,2,0.5,13.2,23.4,1
226,101.17251792333414,7.465742683484602,1357.3221610156438,97.92779863506064,0.9382843486983512,45.811453399331235,77.58100865858609,2,24.667831538094084,25.274186090876572,20.922319294841174,0
6,35.23,4.16,889.2,81.0,2.37,18.97,28.36,0,15.7,22.1,56.1,1
154,118.71,3.96,1376.7,70.9,1.34,62.17,88.56,2,17.3,23.0,36.9,0
91,94.19,3.74,1120.1,113.8,2.21,49.91,60.26,0,10.0,10.3,27.7,1
213,50.733776514133645,7.947428378249525,1121.590625491461,109.38378113309417,0.9321223937855787,22.921883805280473,37.83488346721714,1,28.027042713620734,35.05541192335746,47.04060858829458,0
13,49.11,4.96,1073.4,62.3,2.34,20.03,41.18,0,5.6,38.9,78.9,0
198,109.84,8.38,692.3,154.5,2.4,60.4,86.24,2,6.9,25.3,79.8,1
228,86.1493545048726,7.3855591640077325,1120.6742949931627,156.09382438963732,1.7616612539884018,35.442933394108984,66.68309688913824,0,27.149529995441824,36.15047000455817,44.444619154891384,0
85,59.27,3.73,1401.2,133.5,0.86,29.25,44.77,0,5.7,25.4,38.9,1
132,40.79,3.59,1496.6,149.8,2.47,16.98,27.27,0,4.9,11.6,26.7,1
182,113.22,7.59,992.6,87.8,0.71,59.61,100.86,2,16.9,25.1,22.0,1
129,75.97,5.11,1364.7,74.5,1.02,34.33,56.94,0,8.4,32.4,65.0,0
61,54.42,9.94,1149.2,198.0,1.41,32.48,45.67,2,0.5,13.2,23.4,1
218,96.53456497688406,6.665657478112506,865.4632751352613,155.4127230907994,1.1384877033806513,42.07499338754645,73.99038145588158,0,25.57674864412899,36.853335314949184,50.24488297865408,0
148,34.63,5.93,1020.3,186.0,2.25,19.74,31.04,1,0.7,28.4,53.6,1
229,51.87804718641031,7.119493416480415,1121.3543139681121,171.34909442706015,1.9220878164208048,28.774375127551743,36.06345719356282,1,25.002118557592038,14.888578492028039,28.455787606914065,0
78,62.26,8.06,1469.3,195.4,0.55,27.62,40.02,0,2.1,20.6,36.1,1
148,34.63,5.93,1020.3,186.0,2.25,19.74,31.04,1,0.7,28.4,53.6,1
137,93.27,8.07,747.3,172.5,2.33,46.54,75.0,2,15.0,31.8,40.4,1
214,32.47595498593304,7.125486314542542,817.357978991011,57.691745573769566,2.3740549144368557,14.43667929180313,23.61059692014785,1,6.754221901638694,24.862385954521177,30.021285939713856,0
57,47.64,8.02,968.7,104.5,1.44,22.89,35.61,2,20.3,16.8,74.2,0
119,78.54,5.13,650.4,159.6,0.78,33.45,48.55,0,4.8,10.4,56.8,1
166,58.87,9.75,892.2,164.4,1.94,33.35,47.96,2,14.3,34.5,65.4,1
132,40.79,3.59,1496.6,149.8,2.47,16.98,27.27,0,4.9,11.6,26.7,1
64,55.28,9.2,1462.2,65.3,1.3,26.77,33.36,0,18.1,11.4,43.9,0
12,104.92,7.74,1450.6,144.2,0.75,61.78,68.1,2,23.8,21.6,64.8,0
212,52.99671989761016,8.599218174805685,627.0956340669512,89.70482274012589,2.072524962598477,27.673276067694218,35.904773823602845,0,14.221712417305586,24.606819748004064,23.418344988195937,0
217,60.35638170514974,5.917806909413903,955.3110856127869,75.6159662522202,0.5577225399644378,29.318156145647407,46.095746252219826,2,20.417562877442233,12.38100603907577,57.27983126110107,0
212,52.99671989761016,8.599218174805685,627.0956340669512,89.70482274012589,2.072524962598477,27.673276067694218,35.904773823602845,0,14.221712417305586,24.606819748004064,23.418344988195937,0
180,60.7,4.27,959.1,154.1,1.17,35.97,39.4,2,10.9,35.3,50.4,1
81,86.1,5.7,1195.7,88.7,1.84,35.98,69.8,0,17.8,34.9,22.8,1
228,86.1493545048726,7.3855591640077325,1120.6742949931627,156.09382438963732,1.7616612539884018,35.442933394108984,66.68309688913824,0,27.149529995441824,36.15047000455817,44.444619154891384,0
172,76.09,4.11,896.5,69.1,1.97,40.05,65.16,1,17.8,35.4,51.2,0
159,95.54,7.24,1120.3,168.3,1.98,38.77,74.3,0,26.9,36.4,43.8,0
163,78.22,7.05,514.5,161.6,1.28,42.92,61.75,0,24.8,29.7,31.2,0
208,75.81649574750872,4.140687478973578,897.4726086232063,69.20899924225587,1.9460201667037071,39.863024376745685,64.83702686063873,1,17.843599696902352,35.009279639298164,51.300614685159275,0
226,101.17251792333414,7.465742683484602,1357.3221610156438,97.92779863506064,0.9382843486983512,45.811453399331235,77.58100865858609,2,24.667831538094084,25.274186090876572,20.922319294841174,0
187,79.97,4.65,628.9,110.1,1.37,33.07,51.12,0,18.6,16.5,67.9,1
138,62.73,6.58,950.5,115.9,0.74,31.12,39.0,0,11.9,13.2,72.3,1
190,38.38,9.94,638.8,73.0,2.1,15.87,25.75,2,5.1,10.1,27.1,0
148,34.63,5.93,1020.3,186.0,2.25,19.74,31.04,1,0.7,28.4,53.6,1
51,99.76,6.0,1058.4,130.6,2.0,50.46,74.27,1,7.7,17.6,48.9,1
182,113.22,7.59,992.6,87.8,0.71,59.61,100.86,2,16.9,25.1,22.0,1
116,102.33,6.16,876.5,174.6,1.09,42.8,77.56,1,25.9,37.8,52.6,0
25,100.67,5.09,1049.5,105.3,2.34,49.82,79.69,1,23.8,16.0,64.0,0
195,61.43,9.55,974.0,180.8,0.68,35.28,52.13,1,20.7,21.6,27.3,0
33,115.4,6.7,601.1,129.8,0.85,48.94,70.32,1,9.1,14.5,64.8,1
51,99.76,6.0,1058.4,130.6,2.0,50.46,74.27,1,7.7,17.6,48.9,1
111,44.51,4.01,918.2,139.3,1.04,19.8,38.65,0,7.3,21.3,61.0,1
81,86.1,5.7,1195.7,88.7,1.84,35.98,69.8,0,17.8,34.9,22.8,1
231,56.02330798978649,6.575498665156102,1163.877324819912,122.90809943860098,1.966010272751848,28.26169673035939,45.27583151459284,2,22.62514896513251,17.76470516588353,30.64390385031653,0
226,101.17251792333414,7.465742683484602,1357.3221610156438,97.92779863506064,0.9382843486983512,45.811453399331235,77.58100865858609,2,24.667831538094084,25.274186090876572,20.922319294841174,0
232,78.77100228162908,6.944413055938794,1205.2555163199236,82.48432725269213,1.2147434079639319,36.85403353058761,69.66749579637079,1,23.854532853402553,27.10393386608375,54.873080104728466,0
220,92.32547886128395,7.753527227658071,585.9805788415799,133.5090441600775,0.9600418887047251,50.16275799554837,68.04066736045522,2,24.28326351882546,28.107321022969145,38.11895468245342,0
179,42.38,5.33,758.2,146.2,1.69,21.54,32.97,2,18.1,32.7,30.1,1
156,90.49,3.67,634.0,143.0,1.54,39.07,78.75,1,9.4,26.7,67.9,1
165,105.18,6.01,1089.9,135.5,1.21,59.28,67.26,0,3.7,32.3,41.4,1
41,74.57,9.7,1486.6,98.3,1.83,41.62,62.12,0,4.6,21.8,55.1,1
20,85.07,7.77,1291.6,77.7,2.11,45.89,75.31,1,3.4,15.7,34.2,1
41,74.57,9.7,1486.6,98.3,1.83,41.62,62.12,0,4.6,21.8,55.1,1
140,116.62,6.7,1454.1,119.4,1.05,65.88,78.99,0,18.8,12.8,65.5,1
112,113.67,3.66,1432.7,120.7,1.75,50.56,86.88,1,20.1,26.5,52.7,0
104,111.68,8.22,1184.7,59.5,1.34,66.89,90.76,0,14.2,25.6,76.8,0
191,110.75,6.18,1140.9,137.9,1.89,57.2,68.89,1,2.2,15.4,64.4,1
16,57.38,5.62,793.2,59.2,1.68,25.02,35.85,1,2.6,22.6,51.2,0
119,78.54,5.13,650.4,159.6,0.78,33.45,48.55,0,4.8,10.4,56.8,1
136,76.69,9.06,1349.6,108.9,0.54,43.73,50.6,0,11.7,26.2,49.8,1
168,33.67,4.77,1404.2,101.3,1.63,13.51,22.02,2,7.0,30.6,38.7,1
128,30.63,6.23,556.4,80.2,1.77,14.54,24.43,2,24.8,39.4,47.6,0
129,75.97,5.11,1364.7,74.5,1.02,34.33,56.94,0,8.4,32.4,65.0,0
59,59.28,4.13,618.8,135.6,0.63,31.15,45.92,0,13.4,23.5,66.8,1
47,76.81,9.78,1253.4,151.9,2.49,31.1,46.84,2,9.4,34.3,71.2,1
28,83.32,9.3,850.9,55.5,1.98,38.65,74.59,2,10.8,21.1,58.3,0
96,77.05,8.5,1083.7,93.3,1.09,34.22,50.1,1,22.6,24.3,57.5,0
9,93.73,4.55,591.3,153.6,0.73,46.67,84.28,2,24.0,25.8,58.2,0
57,47.64,8.02,968.7,104.5,1.44,22.89,35.61,2,20.3,16.8,74.2,0
187,79.97,4.65,628.9,110.1,1.37,33.07,51.12,0,18.6,16.5,67.9,1
231,56.02330798978649,6.575498665156102,1163.877324819912,122.90809943860098,1.966010272751848,28.26169673035939,45.27583151459284,2,22.62514896513251,17.76470516588353,30.64390385031653,0
20,85.07,7.77,1291.6,77.7,2.11,45.89,75.31,1,3.4,15.7,34.2,1
27,76.28,6.06,1387.7,162.1,1.19,43.4,52.04,0,5.2,11.3,30.4,1
202,30.671729640626104,9.068134878651033,546.6485925114862,63.20864067723264,1.77180039134669,12.781059762909674,25.405934065854062,0,11.75598374406057,21.432003612430986,37.120653320741084,0
33,115.4,6.7,601.1,129.8,0.85,48.94,70.32,1,9.1,14.5,64.8,1
7,107.96,7.81,510.8,104.6,2.35,61.52,79.22,0,3.7,29.6,21.4,1
186,103.55,5.33,575.9,137.5,1.88,55.67,86.16,2,22.6,33.4,38.8,0
213,50.733776514133645,7.947428378249525,1121.590625491461,109.38378113309417,0.9321223937855787,22.921883805280473,37.83488346721714,1,28.027042713620734,35.05541192335746,47.04060858829458,0
199,100.19,8.4,540.9,188.4,1.39,42.68,81.36,2,7.0,31.7,78.8,1
176,92.18,8.99,647.1,84.4,1.69,51.25,67.62,0,25.5,32.5,56.8,0
78,62.26,8.06,1469.3,195.4,0.55,27.62,40.02,0,2.1,20.6,36.1,1
144,55.64,6.09,1118.1,84.8,0.91,25.23,45.78,1,4.2,20.3,59.6,1
187,79.97,4.65,628.9,110.1,1.37,33.07,51.12,0,18.6,16.5,67.9,1
86,95.66,6.53,545.4,135.7,1.81,50.0,59.92,0,1.6,37.0,66.3,1
87,87.38,7.03,781.0,92.0,0.98,37.87,61.62,2,11.4,33.5,25.2,1
172,76.09,4.11,896.5,69.1,1.97,40.05,65.16,1,17.8,35.4,51.2,0
210,53.936828500601315,8.691583676452844,1460.4212431655512,66.3084290714985,1.2607833138861697,26.271387847981302,34.19895696364944,0,16.72741598601594,11.245934447409953,41.953171653634854,0
68,36.71,5.84,723.6,78.0,2.22,17.29,28.63,1,7.9,34.1,37.0,1
159,95.54,7.24,1120.3,168.3,1.98,38.77,74.3,0,26.9,36.4,43.8,0
171,31.49,3.62,1283.7,177.0,2.37,18.78,20.6,1,3.7,25.7,73.8,1
192,111.04,5.92,681.9,125.9,1.04,52.1,72.28,1,23.5,10.9,39.2,0
86,95.66,6.53,545.4,135.7,1.81,50.0,59.92,0,1.6,37.0,66.3,1
100,32.83,3.84,1198.2,129.9,0.92,13.51,20.01,0,24.7,24.2,63.5,0
7,107.96,7.81,510.8,104.6,2.35,61.52,79.22,0,3.7,29.6,21.4,1
76,99.41,8.69,573.8,66.8,1.93,47.41,66.86,1,25.0,38.3,45.7,0
199,100.19,8.4,540.9,188.4,1.39,42.68,81.36,2,7.0,31.7,78.8,1
86,95.66,6.53,545.4,135.7,1.81,50.0,59.92,0,1.6,37.0,66.3,1
42,33.09,9.45,874.3,81.7,0.86,15.35,27.51,1,7.1,38.7,55.2,1
128,30.63,6.23,556.4,80.2,1.77,14.54,24.43,2,24.8,39.4,47.6,0
108,50.59,8.67,1449.8,88.2,1.02,27.28,35.51,0,0.6,13.3,63.2,1
178,114.31,8.79,992.1,158.0,1.49,63.12,80.91,2,0.5,30.4,73.8,1
151,51.56,9.07,1352.2,191.0,1.83,29.26,39.89,1,28.7,12.8,53.2,0
226,101.17251792333414,7.465742683484602,1357.3221610156438,97.92779863506064,0.9382843486983512,45.811453399331235,77.58100865858609,2,24.667831538094084,25.274186090876572,20.922319294841174,0
151,51.56,9.07,1352.2,191.0,1.83,29.26,39.89,1,28.7,12.8,53.2,0
16,57.38,5.62,793.2,59.2,1.68,25.02,35.85,1,2.6,22.6,51.2,0
132,40.79,3.59,1496.6,149.8,2.47,16.98,27.27,0,4.9,11.6,26.7,1
147,75.24,3.79,1171.6,131.5,2.3,40.0,53.52,2,9.7,32.3,76.8,1
20,85.07,7.77,1291.6,77.7,2.11,45.89,75.31,1,3.4,15.7,34.2,1
231,56.02330798978649,6.575498665156102,1163.877324819912,122.90809943860098,1.966010272751848,28.26169673035939,45.27583151459284,2,22.62514896513251,17.76470516588353,30.64390385031653,0
57,47.64,8.02,968.7,104.5,1.44,22.89,35.61,2,20.3,16.8,74.2,0
158,51.39,9.61,1255.1,184.1,0.83,29.52,35.1,1,4.2,32.3,47.1,1
109,36.93,5.26,1225.7,152.2,1.26,15.91,31.19,2,22.1,28.0,45.1,0
227,86.1016633110989,6.968929255664932,626.7064460615996,95.93066425217226,0.8964657076119261,43.54806618152011,64.7556345394567,0,26.89937650203502,34.826923264382394,33.230561148168476,0
138,62.73,6.58,950.5,115.9,0.74,31.12,39.0,0,11.9,13.2,72.3,1
179,42.38,5.33,758.2,146.2,1.69,21.54,32.97,2,18.1,32.7,30.1,1
142,74.75,4.63,728.6,162.1,1.8,40.04,64.32,0,16.0,24.7,21.1,1
210,53.936828500601315,8.691583676452844,1460.4212431655512,66.3084290714985,1.2607833138861697,26.271387847981302,34.19895696364944,0,16.72741598601594,11.245934447409953,41.953171653634854,0
134,114.86,3.8,1269.0,103.8,0.84,61.64,102.51,2,17.2,32.6,78.7,1
27,76.28,6.06,1387.7,162.1,1.19,43.4,52.04,0,5.2,11.3,30.4,1
50,117.26,5.41,1277.1,63.0,0.63,67.42,98.38,2,19.1,37.9,47.7,0
234,74.69606381317558,8.326530837054014,825.5463312291332,91.16263078265145,1.2640628442389592,38.15283969206247,59.7919545065307,0,24.698021062356755,33.60465652553194,42.83271269181661,0
185,89.4,8.72,740.1,186.3,1.49,52.52,62.36,2,14.5,29.3,69.2,1
4,44.04,7.44,820.0,68.1,1.35,24.72,32.88,2,29.3,31.7,49.2,0
4,44.04,7.44,820.0,68.1,1.35,24.72,32.88,2,29.3,31.7,49.2,0
93,80.51,5.84,688.1,86.4,1.29,40.46,64.96,1,2.7,17.8,43.6,1
95,74.44,6.89,853.4,141.6,0.91,32.4,49.13,1,19.0,38.8,67.3,1
7,107.96,7.81,510.8,104.6,2.35,61.52,79.22,0,3.7,29.6,21.4,1
63,62.11,6.87,1083.4,85.6,1.38,30.03,45.75,1,24.6,23.3,27.9,0
137,93.27,8.07,747.3,172.5,2.33,46.54,75.0,2,15.0,31.8,40.4,1
37,38.79,3.66,1321.9,86.4,1.22,21.14,28.78,2,24.3,29.6,53.9,0
110,56.08,6.35,1113.4,164.0,1.68,31.58,35.0,1,23.1,12.9,25.3,0
223,40.80246080251083,7.863569932632538,791.5250523578612,81.52569574125907,1.0977853248229017,18.25011131860145,29.338433331367096,1,23.437987018881344,31.01308277193782,44.936725721949216,0
111,44.51,4.01,918.2,139.3,1.04,19.8,38.65,0,7.3,21.3,61.0,1
219,35.94179558929335,4.917743838243063,1219.0717996842848,146.82513210761994,1.178051341551156,15.331538881537572,28.49533528982919,1,22.72666621166763,27.084103229101157,49.534868574878615,0
80,107.68,9.29,1129.4,172.6,0.96,60.01,84.58,2,8.1,26.5,71.2,1
222,77.41778816415074,3.535004152647915,1403.7486296261882,124.43244743511146,1.4950789003103861,35.43467062723549,53.89712636764277,0,25.616514402909782,22.80182716508263,42.08564497400605,0
135,59.09,3.76,1444.8,181.6,1.04,24.54,46.98,2,17.0,18.1,67.6,1
103,75.77,7.64,1313.8,70.2,1.67,44.37,57.77,0,29.4,37.6,38.5,0
152,43.04,7.78,1051.9,144.2,0.85,23.22,31.49,1,17.2,27.3,25.6,1
72,30.5,9.14,543.2,62.0,1.79,12.46,25.44,1,11.0,21.6,36.5,0
193,86.98,8.55,845.7,141.7,1.68,45.59,65.75,0,8.0,15.0,79.3,1
206,71.75687408104946,6.67108487141356,1152.0850408797207,141.77124019961056,2.091309481679956,32.90770063152233,57.23254614240679,1,23.622554150534636,22.85734639560539,33.78214664880399,0
177,64.81,3.65,1426.6,158.3,0.6,27.31,48.9,2,0.0,32.8,41.8,1
194,60.51,5.72,1396.8,52.7,1.22,24.76,42.42,0,5.3,15.4,49.1,0
48,79.2,9.76,876.3,168.4,1.5,45.46,69.4,2,6.9,12.3,33.5,1
35,102.76,8.2,1201.0,117.1,1.34,55.41,73.02,0,25.5,35.9,77.0,0
125,68.44,8.3,968.7,176.3,0.54,34.92,47.98,0,10.4,26.3,33.0,1
67,102.2,8.07,1368.6,74.1,0.86,43.14,76.03,2,23.2,29.8,20.8,0
77,36.66,7.72,1053.9,109.7,1.82,19.65,32.85,1,20.1,33.5,70.7,0
104,111.68,8.22,1184.7,59.5,1.34,66.89,90.76,0,14.2,25.6,76.8,0
168,33.67,4.77,1404.2,101.3,1.63,13.51,22.02,2,7.0,30.6,38.7,1
216,86.1401098175507,8.2313543619775,590.6427011609943,80.90624399296092,1.97624998030479,43.532709984448445,58.138024547521695,0,23.728125541618276,37.60625029542815,35.948962485740125,0
121,110.65,8.14,880.9,77.2,1.47,65.41,71.69,2,3.5,30.1,70.8,1
118,110.33,4.52,1487.3,68.6,2.03,49.99,68.9,1,15.2,24.9,52.9,0
189,51.77,8.74,651.9,192.1,2.14,28.04,38.11,1,12.9,29.9,71.4,1
113,102.73,9.76,1366.1,111.8,1.32,52.12,86.83,1,2.8,21.7,78.8,1
9,93.73,4.55,591.3,153.6,0.73,46.67,84.28,2,24.0,25.8,58.2,0
148,34.63,5.93,1020.3,186.0,2.25,19.74,31.04,1,0.7,28.4,53.6,1
163,78.22,7.05,514.5,161.6,1.28,42.92,61.75,0,24.8,29.7,31.2,0
139,117.46,4.14,629.2,106.5,1.65,60.9,71.56,0,16.2,30.6,52.7,1
90,40.76,3.7,955.7,98.6,1.94,23.99,29.31,0,13.4,30.0,52.9,1
231,56.02330798978649,6.575498665156102,1163.877324819912,122.90809943860098,1.966010272751848,28.26169673035939,45.27583151459284,2,22.62514896513251,17.76470516588353,30.64390385031653,0
1,115.56,4.05,1402.6,91.8,0.81,58.75,70.19,0,2.7,15.2,33.5,1
117,46.79,4.63,1310.6,194.8,2.4,26.93,38.34,1,18.3,30.3,67.5,1
12,104.92,7.74,1450.6,144.2,0.75,61.78,68.1,2,23.8,21.6,64.8,0
180,60.7,4.27,959.1,154.1,1.17,35.97,39.4,2,10.9,35.3,50.4,1
159,95.54,7.24,1120.3,168.3,1.98,38.77,74.3,0,26.9,36.4,43.8,0
94,99.39,4.33,963.7,67.2,1.84,44.34,83.51,1,28.8,12.1,69.7,0
143,57.08,6.32,1171.7,125.4,2.16,29.29,46.7,2,21.6,14.5,27.6,0
31,45.35,6.77,1261.5,184.3,1.4,23.55,30.34,0,16.7,25.0,61.2,1
31,45.35,6.77,1261.5,184.3,1.4,23.55,30.34,0,16.7,25.0,61.2,1
123,39.9,5.32,1342.1,161.2,2.1,22.42,26.56,0,10.3,36.4,28.5,1
225,89.48374327409333,8.168850758582828,650.0889838149557,151.33245766979127,0.9664012479009256,37.7073551450699,73.2940272511428,0,23.172894435115225,26.028632375920846,32.24900674619853,0
10,31.85,7.07,819.3,55.9,2.47,14.15,23.18,2,5.5,24.4,28.9,0
9,93.73,4.55,591.3,153.6,0.73,46.67,84.28,2,24.0,25.8,58.2,0
14,46.36,8.13,1131.8,181.0,2.24,25.09,37.46,1,27.5,17.5,32.6,0
16,57.38,5.62,793.2,59.2,1.68,25.02,35.85,1,2.6,22.6,51.2,0
167,46.79,9.38,937.5,181.5,1.09,23.46,40.83,2,15.2,28.4,36.6,1
145,33.32,7.5,858.2,184.9,0.52,19.18,24.25,1,6.4,22.4,29.7,1
182,113.22,7.59,992.6,87.8,0.71,59.61,100.86,2,16.9,25.1,22.0,1
200,68.33907470881434,4.979662371727148,924.0630697050134,72.18896470832047,1.2904277641694963,34.75123746188104,56.00715995657657,1,19.03558588332819,24.327249584020464,54.051352038449664,0
